Rented Bike Count,Rented Bike Count_sqrt
145,12.083045973594572
144,12.041594578792296
117,10.862780491200215
78,8.888194417315589
58,7.681145747868608
87,9.38083151964686
142,11.958260743101398
379,19.493588689617926
802,28.337254630609507
440,21.0
307,17.549928774784245
381,19.544820285692065
405,20.149441679609886
442,21.047565179849187
416,20.42057785666214
412,20.322401432901575
496,22.293496809607955
239,15.491933384829668
204,14.317821063276353
205,14.352700094407323
190,13.820274961085254
165,12.884098726725126
222,14.933184523068078
193,13.92838827718412
198,14.106735979665885
218,14.798648586948742
149,12.24744871391589
102,10.14889156509222
62,7.937253933193772
83,9.16515138991168
137,11.74734012447073
367,19.183326093250876
754,27.477263328068172
415,20.396078054371138
321,17.944358444926362
333,18.275666882497067
431,20.784609690826528
394,19.87460691435179
390,19.77371993328519
430,20.760539492026695
471,21.72556098240043
552,23.515952032609693
795,28.21347195933177
507,22.538855339169288
390,19.77371993328519
402,20.074859899884732
389,19.748417658131498
259,16.1245154965971
233,15.297058540778355
230,15.198684153570664
131,11.489125293076057
99,10.0
71,8.48528137423857
84,9.219544457292887
158,12.609520212918492
387,19.697715603592208
780,27.94637722496424
395,19.8997487421324
261,16.186414056238647
310,17.635192088548397
355,18.867962264113206
354,18.841443681416774
350,18.734993995195193
362,19.05255888325765
401,20.049937655763422
500,22.38302928559939
752,27.440845468024488
477,21.863211109075447
384,19.621416870348583
336,18.35755975068582
347,18.65475810617763
275,16.61324772583615
267,16.3707055437449
296,17.233687939614086
237,15.427248620541512
169,13.038404810405298
96,9.848857801796104
56,7.54983443527075
76,8.774964387392123
127,11.313708498984761
222,14.933184523068078
291,17.08800749063506
273,16.55294535724685
351,18.76166303929372
427,20.688160865577203
431,20.784609690826528
486,22.06807649071391
569,23.874672772626646
546,23.388031127053
481,21.95449840010015
384,19.621416870348583
275,16.61324772583615
298,17.291616465790582
321,17.944358444926362
289,17.029386365926403
265,16.30950643030009
326,18.083141320025124
280,16.76305461424021
243,15.620499351813308
169,13.038404810405298
71,8.48528137423857
13,3.7416573867739413
9,3.1622776601683795
20,4.58257569495584
35,6.0
31,5.656854249492381
19,4.47213595499958
58,7.681145747868608
119,10.954451150103322
182,13.527749258468683
235,15.362291495737216
180,13.45362404707371
214,14.66287829861518
226,15.066519173319364
210,14.52583904633395
181,13.490737563232042
165,12.884098726725126
167,12.96148139681572
152,12.36931687685298
148,12.206555615733702
125,11.224972160321824
111,10.583005244258363
67,8.246211251235321
45,6.782329983125268
44,6.708203932499369
86,9.327379053088816
136,11.704699910719626
325,18.05547008526779
653,25.573423705088842
326,18.083141320025124
212,14.594519519326424
226,15.066519173319364
247,15.748015748023622
241,15.556349186104045
253,15.937377450509228
269,16.431676725154983
277,16.673332000533065
361,19.026297590440446
557,23.62202362203543
371,19.28730152198591
254,15.968719422671311
266,16.34013463836819
222,14.933184523068078
174,13.228756555322953
133,11.575836902790225
127,11.313708498984761
95,9.797958971132712
54,7.416198487095663
46,6.855654600401044
65,8.12403840463596
104,10.246950765959598
280,16.76305461424021
580,24.1039415863879
275,16.61324772583615
184,13.601470508735444
201,14.212670403551895
228,15.132745950421556
225,15.033296378372908
258,16.09347693943108
250,15.84297951775486
248,15.7797338380595
305,17.4928556845359
529,23.021728866442675
350,18.734993995195193
260,16.15549442140351
270,16.46207763315433
256,16.0312195418814
173,13.19090595827292
168,13.0
183,13.564659966250536
120,11.0
79,8.94427190999916
41,6.48074069840786
68,8.306623862918075
109,10.488088481701515
310,17.635192088548397
591,24.331050121192877
340,18.466185312619388
202,14.247806848775006
251,15.874507866387544
267,16.3707055437449
251,15.874507866387544
240,15.524174696260024
240,15.524174696260024
278,16.703293088490067
392,19.82422760159901
537,23.194827009486403
373,19.339079605813716
263,16.24807680927192
271,16.492422502470642
271,16.492422502470642
174,13.228756555322953
171,13.114877048604
170,13.076696830622021
107,10.392304845413264
80,9.0
52,7.280109889280518
62,7.937253933193772
108,10.44030650891055
279,16.73320053068151
621,24.939927826679853
305,17.4928556845359
189,13.784048752090222
247,15.748015748023622
278,16.703293088490067
282,16.822603841260722
294,17.175564037317667
301,17.378147196982766
335,18.33030277982336
382,19.570385790780925
612,24.758836806279895
410,20.273134932713294
277,16.673332000533065
316,17.804493814764857
309,17.60681686165901
211,14.560219778561036
227,15.0996688705415
241,15.556349186104045
162,12.767145334803704
110,10.535653752852738
69,8.366600265340756
68,8.306623862918075
129,11.40175425099138
285,16.911534525287763
658,25.67099530598687
330,18.193405398660254
221,14.89966442575134
279,16.73320053068151
309,17.60681686165901
325,18.05547008526779
329,18.16590212458495
342,18.520259177452136
354,18.841443681416774
464,21.563858652847824
682,26.13426869074396
451,21.2602916254693
320,17.916472867168917
300,17.349351572897472
296,17.233687939614086
247,15.748015748023622
217,14.7648230602334
302,17.406895185529212
228,15.132745950421556
129,11.40175425099138
80,9.0
45,6.782329983125268
66,8.18535277187245
90,9.539392014169456
190,13.820274961085254
195,14.0
201,14.212670403551895
239,15.491933384829668
252,15.905973720586866
296,17.233687939614086
292,17.11724276862369
291,17.08800749063506
258,16.09347693943108
277,16.673332000533065
212,14.594519519326424
173,13.19090595827292
143,12.0
159,12.649110640673518
155,12.489995996796797
142,11.958260743101398
175,13.2664991614216
146,12.12435565298214
132,11.532562594670797
100,10.04987562112089
41,6.48074069840786
31,5.656854249492381
39,6.324555320336759
53,7.3484692283495345
94,9.746794344808963
122,11.090536506409418
142,11.958260743101398
189,13.784048752090222
216,14.730919862656235
223,14.966629547095765
268,16.401219466856727
278,16.703293088490067
256,16.0312195418814
266,16.34013463836819
204,14.317821063276353
157,12.569805089976535
166,12.922847983320086
168,13.0
172,13.152946437965905
138,11.789826122551595
151,12.328828005937952
97,9.899494936611665
38,6.244997998398398
32,5.744562646538029
29,5.477225575051661
27,5.291502622129181
45,6.782329983125268
96,9.848857801796104
146,12.12435565298214
52,7.280109889280518
36,6.082762530298219
44,6.708203932499369
62,7.937253933193772
76,8.774964387392123
116,10.816653826391969
137,11.74734012447073
181,13.490737563232042
175,13.2664991614216
281,16.792855623746664
198,14.106735979665885
165,12.884098726725126
148,12.206555615733702
160,12.68857754044952
128,11.357816691600547
122,11.090536506409418
122,11.090536506409418
93,9.695359714832659
55,7.483314773547883
39,6.324555320336759
55,7.483314773547883
78,8.888194417315589
165,12.884098726725126
390,19.77371993328519
199,14.142135623730951
151,12.328828005937952
174,13.228756555322953
191,13.856406460551018
189,13.784048752090222
178,13.379088160259652
195,14.0
211,14.560219778561036
256,16.0312195418814
384,19.621416870348583
276,16.64331697709324
225,15.033296378372908
224,15.0
213,14.628738838327793
149,12.24744871391589
142,11.958260743101398
172,13.152946437965905
108,10.44030650891055
71,8.48528137423857
38,6.244997998398398
56,7.54983443527075
97,9.899494936611665
213,14.628738838327793
466,21.61018278497431
239,15.491933384829668
162,12.767145334803704
204,14.317821063276353
209,14.491376746189438
228,15.132745950421556
243,15.620499351813308
240,15.524174696260024
225,15.033296378372908
237,15.427248620541512
329,18.16590212458495
190,13.820274961085254
165,12.884098726725126
197,14.071247279470288
184,13.601470508735444
153,12.409673645990857
166,12.922847983320086
189,13.784048752090222
132,11.532562594670797
79,8.94427190999916
58,7.681145747868608
49,7.0710678118654755
84,9.219544457292887
178,13.379088160259652
423,20.591260281974
265,16.30950643030009
169,13.038404810405298
243,15.620499351813308
290,17.05872210923198
285,16.911534525287763
255,16.0
316,17.804493814764857
301,17.378147196982766
366,19.157244060668017
531,23.065125189341593
355,18.867962264113206
288,17.0
248,15.7797338380595
252,15.905973720586866
212,14.594519519326424
196,14.035668847618199
250,15.84297951775486
161,12.727922061357855
99,10.0
64,8.06225774829855
76,8.774964387392123
114,10.723805294763608
283,16.852299546352718
544,23.345235059857504
298,17.291616465790582
248,15.7797338380595
278,16.703293088490067
301,17.378147196982766
320,17.916472867168917
326,18.083141320025124
386,19.672315572906
416,20.42057785666214
477,21.863211109075447
671,25.92296279363144
481,21.95449840010015
323,18.0
309,17.60681686165901
314,17.74823934929885
249,15.811388300841896
282,16.822603841260722
337,18.384776310850235
312,17.69180601295413
230,15.198684153570664
120,11.0
59,7.745966692414834
63,8.0
99,10.0
188,13.74772708486752
239,15.491933384829668
235,15.362291495737216
282,16.822603841260722
325,18.05547008526779
423,20.591260281974
405,20.149441679609886
443,21.071307505705477
473,21.77154105707724
453,21.307275752662516
340,18.466185312619388
260,16.15549442140351
258,16.09347693943108
279,16.73320053068151
282,16.822603841260722
237,15.427248620541512
266,16.34013463836819
251,15.874507866387544
196,14.035668847618199
149,12.24744871391589
79,8.94427190999916
44,6.708203932499369
12,3.605551275463989
3,2.0
4,2.23606797749979
3,2.0
4,2.23606797749979
9,3.1622776601683795
4,2.23606797749979
7,2.8284271247461903
28,5.385164807134504
38,6.244997998398398
54,7.416198487095663
104,10.246950765959598
128,11.357816691600547
132,11.532562594670797
116,10.816653826391969
145,12.083045973594572
110,10.535653752852738
128,11.357816691600547
160,12.68857754044952
132,11.532562594670797
115,10.770329614269007
100,10.04987562112089
72,8.54400374531753
32,5.744562646538029
59,7.745966692414834
61,7.874007874011811
94,9.746794344808963
107,10.392304845413264
133,11.575836902790225
179,13.416407864998739
221,14.89966442575134
244,15.652475842498529
274,16.583123951777
319,17.88854381999832
272,16.522711641858304
260,16.15549442140351
237,15.427248620541512
184,13.601470508735444
181,13.490737563232042
185,13.638181696985855
176,13.30413469565007
169,13.038404810405298
178,13.379088160259652
127,11.313708498984761
85,9.273618495495704
72,8.54400374531753
49,7.0710678118654755
65,8.12403840463596
120,11.0
296,17.233687939614086
578,24.06241883103193
293,17.146428199482248
180,13.45362404707371
250,15.84297951775486
262,16.217274740226856
262,16.217274740226856
271,16.492422502470642
246,15.716233645501712
282,16.822603841260722
350,18.734993995195193
481,21.95449840010015
317,17.832554500127006
252,15.905973720586866
220,14.866068747318506
213,14.628738838327793
156,12.529964086141668
133,11.575836902790225
142,11.958260743101398
93,9.695359714832659
81,9.055385138137417
55,7.483314773547883
66,8.18535277187245
105,10.295630140987
262,16.217274740226856
502,22.427661492005804
279,16.73320053068151
146,12.12435565298214
213,14.628738838327793
230,15.198684153570664
258,16.09347693943108
231,15.231546211727817
228,15.132745950421556
269,16.431676725154983
314,17.74823934929885
466,21.61018278497431
315,17.776388834631177
262,16.217274740226856
242,15.588457268119896
243,15.620499351813308
216,14.730919862656235
164,12.84523257866513
169,13.038404810405298
163,12.806248474865697
86,9.327379053088816
50,7.14142842854285
61,7.874007874011811
103,10.198039027185569
257,16.06237840420901
554,23.558437978779494
326,18.083141320025124
225,15.033296378372908
288,17.0
286,16.941074346097416
301,17.378147196982766
311,17.663521732655695
303,17.435595774162696
390,19.77371993328519
407,20.199009876724155
552,23.515952032609693
402,20.074859899884732
319,17.88854381999832
332,18.24828759089466
285,16.911534525287763
260,16.15549442140351
233,15.297058540778355
269,16.431676725154983
210,14.52583904633395
135,11.661903789690601
85,9.273618495495704
67,8.246211251235321
128,11.357816691600547
289,17.029386365926403
636,25.238858928247925
353,18.81488772222678
252,15.905973720586866
317,17.832554500127006
363,19.078784028338912
370,19.261360284258224
419,20.493901531919196
426,20.663978319771825
504,22.47220505424423
534,23.130067012440755
574,23.979157616563597
395,19.8997487421324
292,17.11724276862369
282,16.822603841260722
294,17.175564037317667
236,15.394804318340652
240,15.524174696260024
234,15.329709716755891
192,13.892443989449804
127,11.313708498984761
86,9.327379053088816
52,7.280109889280518
62,7.937253933193772
88,9.433981132056603
162,12.767145334803704
224,15.0
208,14.45683229480096
237,15.427248620541512
274,16.583123951777
333,18.275666882497067
356,18.894443627691185
337,18.384776310850235
345,18.601075237738275
183,13.564659966250536
45,6.782329983125268
40,6.4031242374328485
66,8.18535277187245
64,8.06225774829855
30,5.5677643628300215
42,6.557438524302
43,6.6332495807108
43,6.6332495807108
65,8.12403840463596
65,8.12403840463596
32,5.744562646538029
22,4.795831523312719
25,5.0990195135927845
39,6.324555320336759
84,9.219544457292887
103,10.198039027185569
110,10.535653752852738
142,11.958260743101398
209,14.491376746189438
267,16.3707055437449
262,16.217274740226856
300,17.349351572897472
272,16.522711641858304
240,15.524174696260024
215,14.696938456699069
163,12.806248474865697
161,12.727922061357855
179,13.416407864998739
155,12.489995996796797
227,15.0996688705415
206,14.38749456993816
230,15.198684153570664
178,13.379088160259652
119,10.954451150103322
62,7.937253933193772
61,7.874007874011811
65,8.12403840463596
81,9.055385138137417
89,9.486832980505138
121,11.045361017187261
139,11.832159566199232
169,13.038404810405298
225,15.033296378372908
248,15.7797338380595
298,17.291616465790582
344,18.57417562100671
310,17.635192088548397
271,16.492422502470642
218,14.798648586948742
125,11.224972160321824
206,14.38749456993816
203,14.2828568570857
168,13.0
154,12.449899597988733
148,12.206555615733702
108,10.44030650891055
69,8.366600265340756
41,6.48074069840786
31,5.656854249492381
58,7.681145747868608
139,11.832159566199232
344,18.57417562100671
655,25.612496949731394
315,17.776388834631177
208,14.45683229480096
269,16.431676725154983
293,17.146428199482248
273,16.55294535724685
302,17.406895185529212
295,17.204650534085253
320,17.916472867168917
373,19.339079605813716
675,26.0
403,20.09975124224178
364,19.1049731745428
304,17.46424919657298
273,16.55294535724685
186,13.674794331177344
160,12.68857754044952
130,11.445523142259598
110,10.535653752852738
67,8.246211251235321
43,6.6332495807108
67,8.246211251235321
137,11.74734012447073
308,17.578395831246947
670,25.903667693977237
342,18.520259177452136
213,14.628738838327793
267,16.3707055437449
297,17.26267650163207
279,16.73320053068151
270,16.46207763315433
286,16.941074346097416
299,17.320508075688775
382,19.570385790780925
637,25.25866188063018
431,20.784609690826528
294,17.175564037317667
335,18.33030277982336
291,17.08800749063506
197,14.071247279470288
159,12.649110640673518
150,12.288205727444508
123,11.135528725660043
57,7.615773105863909
38,6.244997998398398
66,8.18535277187245
120,11.0
302,17.406895185529212
646,25.436194683953808
340,18.466185312619388
197,14.071247279470288
264,16.278820596099706
290,17.05872210923198
284,16.881943016134134
262,16.217274740226856
281,16.792855623746664
309,17.60681686165901
397,19.949937343260004
603,24.576411454889016
417,20.445048300260872
311,17.663521732655695
310,17.635192088548397
306,17.52141546793523
221,14.89966442575134
202,14.247806848775006
170,13.076696830622021
118,10.908712114635714
67,8.246211251235321
47,6.928203230275509
75,8.717797887081348
123,11.135528725660043
327,18.110770276274835
665,25.80697580112788
354,18.841443681416774
232,15.264337522473747
308,17.578395831246947
362,19.05255888325765
312,17.69180601295413
343,18.547236990991408
333,18.275666882497067
329,18.16590212458495
446,21.142374511865974
635,25.219040425836983
443,21.071307505705477
322,17.97220075561143
284,16.881943016134134
281,16.792855623746664
189,13.784048752090222
184,13.601470508735444
222,14.933184523068078
176,13.30413469565007
103,10.198039027185569
61,7.874007874011811
48,7.0
69,8.366600265340756
105,10.295630140987
186,13.674794331177344
221,14.89966442575134
204,14.317821063276353
245,15.684387141358123
283,16.852299546352718
356,18.894443627691185
370,19.261360284258224
373,19.339079605813716
352,18.788294228055936
354,18.841443681416774
271,16.492422502470642
207,14.422205101855956
189,13.784048752090222
214,14.66287829861518
218,14.798648586948742
169,13.038404810405298
192,13.892443989449804
162,12.767145334803704
128,11.357816691600547
102,10.14889156509222
62,7.937253933193772
40,6.4031242374328485
38,6.244997998398398
60,7.810249675906654
122,11.090536506409418
143,12.0
179,13.416407864998739
214,14.66287829861518
278,16.703293088490067
265,16.30950643030009
331,18.2208671582886
368,19.209372712298546
333,18.275666882497067
349,18.708286933869708
270,16.46207763315433
246,15.716233645501712
233,15.297058540778355
236,15.394804318340652
214,14.66287829861518
149,12.24744871391589
149,12.24744871391589
109,10.488088481701515
77,8.831760866327848
53,7.3484692283495345
46,6.855654600401044
67,8.246211251235321
159,12.649110640673518
374,19.364916731037084
701,26.49528259898354
387,19.697715603592208
253,15.937377450509228
278,16.703293088490067
356,18.894443627691185
303,17.435595774162696
349,18.708286933869708
318,17.86057109949175
353,18.81488772222678
385,19.6468827043885
316,17.804493814764857
127,11.313708498984761
144,12.041594578792296
146,12.12435565298214
149,12.24744871391589
112,10.63014581273465
100,10.04987562112089
107,10.392304845413264
75,8.717797887081348
52,7.280109889280518
38,6.244997998398398
52,7.280109889280518
126,11.269427669584644
245,15.684387141358123
554,23.558437978779494
320,17.916472867168917
190,13.820274961085254
247,15.748015748023622
262,16.217274740226856
265,16.30950643030009
265,16.30950643030009
257,16.06237840420901
262,16.217274740226856
332,18.24828759089466
558,23.643180835073778
364,19.1049731745428
302,17.406895185529212
281,16.792855623746664
166,12.922847983320086
80,9.0
61,7.874007874011811
78,8.888194417315589
63,8.0
40,6.4031242374328485
31,5.656854249492381
39,6.324555320336759
84,9.219544457292887
158,12.609520212918492
387,19.697715603592208
225,15.033296378372908
150,12.288205727444508
168,13.0
217,14.7648230602334
207,14.422205101855956
177,13.341664064126334
193,13.92838827718412
196,14.035668847618199
266,16.34013463836819
437,20.92844953645635
259,16.1245154965971
207,14.422205101855956
214,14.66287829861518
165,12.884098726725126
139,11.832159566199232
98,9.9498743710662
100,10.04987562112089
89,9.486832980505138
38,6.244997998398398
33,5.830951894845301
42,6.557438524302
82,9.1104335791443
203,14.2828568570857
443,21.071307505705477
227,15.0996688705415
152,12.36931687685298
146,12.12435565298214
187,13.711309200802088
178,13.379088160259652
187,13.711309200802088
181,13.490737563232042
179,13.416407864998739
219,14.832396974191326
352,18.788294228055936
251,15.874507866387544
177,13.341664064126334
162,12.767145334803704
172,13.152946437965905
119,10.954451150103322
105,10.295630140987
99,10.0
83,9.16515138991168
42,6.557438524302
30,5.5677643628300215
35,6.0
92,9.643650760992955
189,13.784048752090222
419,20.493901531919196
196,14.035668847618199
119,10.954451150103322
140,11.874342087037917
178,13.379088160259652
177,13.341664064126334
173,13.19090595827292
177,13.341664064126334
196,14.035668847618199
259,16.1245154965971
405,20.149441679609886
273,16.55294535724685
210,14.52583904633395
184,13.601470508735444
186,13.674794331177344
144,12.041594578792296
152,12.36931687685298
168,13.0
145,12.083045973594572
77,8.831760866327848
47,6.928203230275509
40,6.4031242374328485
42,6.557438524302
43,6.6332495807108
67,8.246211251235321
102,10.14889156509222
106,10.344080432788601
133,11.575836902790225
174,13.228756555322953
212,14.594519519326424
215,14.696938456699069
251,15.874507866387544
249,15.811388300841896
277,16.673332000533065
223,14.966629547095765
167,12.96148139681572
158,12.609520212918492
156,12.529964086141668
168,13.0
131,11.489125293076057
149,12.24744871391589
150,12.288205727444508
111,10.583005244258363
79,8.94427190999916
48,7.0
29,5.477225575051661
49,7.0710678118654755
59,7.745966692414834
81,9.055385138137417
118,10.908712114635714
134,11.61895003862225
174,13.228756555322953
226,15.066519173319364
272,16.522711641858304
304,17.46424919657298
353,18.81488772222678
366,19.157244060668017
302,17.406895185529212
250,15.84297951775486
208,14.45683229480096
210,14.52583904633395
213,14.628738838327793
196,14.035668847618199
144,12.041594578792296
171,13.114877048604
122,11.090536506409418
74,8.660254037844387
58,7.681145747868608
38,6.244997998398398
55,7.483314773547883
82,9.1104335791443
209,14.491376746189438
444,21.095023109728988
303,17.435595774162696
212,14.594519519326424
254,15.968719422671311
311,17.663521732655695
309,17.60681686165901
306,17.52141546793523
349,18.708286933869708
365,19.131126469708992
455,21.354156504062622
555,23.57965224510319
444,21.095023109728988
321,17.944358444926362
334,18.303005217723125
333,18.275666882497067
230,15.198684153570664
212,14.594519519326424
207,14.422205101855956
141,11.916375287812984
81,9.055385138137417
51,7.211102550927978
58,7.681145747868608
140,11.874342087037917
318,17.86057109949175
650,25.514701644346147
376,19.4164878389476
221,14.89966442575134
256,16.0312195418814
276,16.64331697709324
296,17.233687939614086
276,16.64331697709324
250,15.84297951775486
277,16.673332000533065
381,19.544820285692065
592,24.351591323771842
409,20.248456731316587
332,18.24828759089466
342,18.520259177452136
321,17.944358444926362
242,15.588457268119896
204,14.317821063276353
183,13.564659966250536
140,11.874342087037917
75,8.717797887081348
55,7.483314773547883
72,8.54400374531753
115,10.770329614269007
272,16.522711641858304
537,23.194827009486403
337,18.384776310850235
212,14.594519519326424
270,16.46207763315433
310,17.635192088548397
273,16.55294535724685
258,16.09347693943108
278,16.703293088490067
314,17.74823934929885
380,19.519221295943137
501,22.40535650240808
360,19.0
286,16.941074346097416
320,17.916472867168917
313,17.72004514666935
227,15.0996688705415
215,14.696938456699069
190,13.820274961085254
137,11.74734012447073
95,9.797958971132712
50,7.14142842854285
68,8.306623862918075
107,10.392304845413264
279,16.73320053068151
537,23.194827009486403
305,17.4928556845359
188,13.74772708486752
261,16.186414056238647
267,16.3707055437449
307,17.549928774784245
301,17.378147196982766
269,16.431676725154983
328,18.138357147217054
416,20.42057785666214
506,22.516660498395403
365,19.131126469708992
303,17.435595774162696
339,18.439088914585774
318,17.86057109949175
232,15.264337522473747
211,14.560219778561036
207,14.422205101855956
140,11.874342087037917
93,9.695359714832659
58,7.681145747868608
61,7.874007874011811
151,12.328828005937952
334,18.303005217723125
648,25.475478405713993
387,19.697715603592208
255,16.0
283,16.852299546352718
341,18.49324200890693
341,18.49324200890693
349,18.708286933869708
381,19.544820285692065
390,19.77371993328519
468,21.656407827707714
702,26.514147167125703
471,21.72556098240043
342,18.520259177452136
331,18.2208671582886
292,17.11724276862369
236,15.394804318340652
228,15.132745950421556
258,16.09347693943108
216,14.730919862656235
118,10.908712114635714
89,9.486832980505138
56,7.54983443527075
50,7.14142842854285
101,10.099504938362077
191,13.856406460551018
234,15.329709716755891
259,16.1245154965971
285,16.911534525287763
325,18.05547008526779
356,18.894443627691185
334,18.303005217723125
406,20.174241001832016
352,18.788294228055936
377,19.44222209522358
283,16.852299546352718
223,14.966629547095765
219,14.832396974191326
220,14.866068747318506
232,15.264337522473747
164,12.84523257866513
196,14.035668847618199
177,13.341664064126334
107,10.392304845413264
107,10.392304845413264
73,8.602325267042627
32,5.744562646538029
36,6.082762530298219
61,7.874007874011811
115,10.770329614269007
152,12.36931687685298
189,13.784048752090222
216,14.730919862656235
271,16.492422502470642
343,18.547236990991408
340,18.466185312619388
389,19.748417658131498
396,19.924858845171276
383,19.595917942265423
295,17.204650534085253
223,14.966629547095765
258,16.09347693943108
237,15.427248620541512
207,14.422205101855956
170,13.076696830622021
171,13.114877048604
97,9.899494936611665
73,8.602325267042627
53,7.3484692283495345
31,5.656854249492381
60,7.810249675906654
165,12.884098726725126
316,17.804493814764857
683,26.153393661244042
365,19.131126469708992
221,14.89966442575134
277,16.673332000533065
323,18.0
281,16.792855623746664
249,15.811388300841896
63,8.0
18,4.358898943540674
43,6.6332495807108
170,13.076696830622021
167,12.96148139681572
181,13.490737563232042
187,13.711309200802088
170,13.076696830622021
139,11.832159566199232
96,9.848857801796104
120,11.0
75,8.717797887081348
55,7.483314773547883
45,6.782329983125268
44,6.708203932499369
84,9.219544457292887
211,14.560219778561036
423,20.591260281974
228,15.132745950421556
132,11.532562594670797
184,13.601470508735444
180,13.45362404707371
189,13.784048752090222
169,13.038404810405298
181,13.490737563232042
181,13.490737563232042
239,15.491933384829668
351,18.76166303929372
248,15.7797338380595
178,13.379088160259652
145,12.083045973594572
117,10.862780491200215
106,10.344080432788601
90,9.539392014169456
89,9.486832980505138
50,7.14142842854285
32,5.744562646538029
24,5.0
34,5.916079783099616
71,8.48528137423857
164,12.84523257866513
364,19.1049731745428
192,13.892443989449804
90,9.539392014169456
124,11.180339887498949
121,11.045361017187261
140,11.874342087037917
125,11.224972160321824
149,12.24744871391589
124,11.180339887498949
203,14.2828568570857
297,17.26267650163207
211,14.560219778561036
125,11.224972160321824
132,11.532562594670797
121,11.045361017187261
82,9.1104335791443
78,8.888194417315589
68,8.306623862918075
60,7.810249675906654
32,5.744562646538029
22,4.795831523312719
34,5.916079783099616
71,8.48528137423857
165,12.884098726725126
349,18.708286933869708
187,13.711309200802088
105,10.295630140987
122,11.090536506409418
142,11.958260743101398
130,11.445523142259598
160,12.68857754044952
130,11.445523142259598
152,12.36931687685298
170,13.076696830622021
288,17.0
178,13.379088160259652
141,11.916375287812984
137,11.74734012447073
113,10.677078252031311
79,8.94427190999916
68,8.306623862918075
93,9.695359714832659
54,7.416198487095663
41,6.48074069840786
24,5.0
36,6.082762530298219
64,8.06225774829855
142,11.958260743101398
322,17.97220075561143
149,12.24744871391589
96,9.848857801796104
93,9.695359714832659
111,10.583005244258363
115,10.770329614269007
116,10.816653826391969
140,11.874342087037917
147,12.165525060596439
196,14.035668847618199
305,17.4928556845359
171,13.114877048604
121,11.045361017187261
130,11.445523142259598
108,10.44030650891055
89,9.486832980505138
80,9.0
94,9.746794344808963
75,8.717797887081348
41,6.48074069840786
36,6.082762530298219
25,5.0990195135927845
33,5.830951894845301
57,7.615773105863909
84,9.219544457292887
105,10.295630140987
96,9.848857801796104
125,11.224972160321824
145,12.083045973594572
189,13.784048752090222
193,13.92838827718412
192,13.892443989449804
195,14.0
207,14.422205101855956
162,12.767145334803704
122,11.090536506409418
117,10.862780491200215
103,10.198039027185569
114,10.723805294763608
103,10.198039027185569
125,11.224972160321824
103,10.198039027185569
72,8.54400374531753
67,8.246211251235321
38,6.244997998398398
21,4.69041575982343
30,5.5677643628300215
42,6.557438524302
72,8.54400374531753
104,10.246950765959598
111,10.583005244258363
145,12.083045973594572
189,13.784048752090222
206,14.38749456993816
225,15.033296378372908
217,14.7648230602334
187,13.711309200802088
178,13.379088160259652
157,12.569805089976535
134,11.61895003862225
113,10.677078252031311
106,10.344080432788601
105,10.295630140987
