Date,Rented Bike Count_sqrt,Hour,Temperature(°C),Humidity(%),Wind speed (m/s)_log,Visibility (10m)_sqrt,Dew point temperature(°C),Solar Radiation (MJ/m2)_log,Rainfall(mm)_log,Snowfall (cm)_log,Seasons,Holiday,Functioning Day,year,month,day,week_day
2017-12-02,12.96148139681572,3,-3.5,81,1.1631508098056809,27.92848008753788,-6.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,9.486832980505138,4,-3.8,79,1.0986122886681098,28.879058156387302,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,8.94427190999916,5,-4.0,79,0.9162907318741551,28.26658805020514,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,8.426149773176359,6,-4.3,82,1.1314021114911006,28.687976575562104,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,12.12435565298214,7,-4.4,81,1.252762968495368,26.92582403567252,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,14.832396974191326,8,-4.2,79,1.1314021114911006,23.769728648009426,-7.3,0.009950330853168092,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,18.138357147217054,9,-2.9,68,0.9555114450274363,22.67156809750927,-7.9,0.26236426446749106,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,18.303005217723125,10,-0.4,57,0.9555114450274363,26.30589287593181,-7.8,0.5877866649021191,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,19.72308292331602,11,1.9,49,1.0296194171811581,24.392621835300936,-7.7,0.6931471805599453,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,21.908902300206645,12,4.3,41,0.8329091229351039,18.303005217723125,-7.8,0.7371640659767196,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,24.63736998950984,13,6.0,36,1.0296194171811581,14.866068747318506,-7.9,0.7514160886839212,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,24.73863375370596,14,7.3,35,0.8329091229351039,6.782329983125268,-7.1,0.688134638736401,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,24.289915602982237,15,7.6,41,1.1939224684724346,6.928203230275509,-4.8,0.5538851132264376,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,24.879710609249457,16,6.4,48,1.2809338454620642,7.483314773547883,-3.8,0.19885085874516517,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,23.93741840717165,17,6.0,51,1.252762968495368,10.488088481701515,-3.3,0.058268908123975824,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,22.135943621178654,18,5.5,53,0.9162907318741551,17.435595774162696,-3.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,19.6468827043885,19,5.0,52,1.1939224684724346,18.303005217723125,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,18.973665961010276,20,4.6,51,0.7884573603642703,20.396078054371138,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,19.44222209522358,21,4.1,55,0.7884573603642703,23.515952032609693,-4.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,18.841443681416774,22,3.5,54,0.9162907318741551,23.558437978779494,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-02,19.157244060668017,23,4.0,56,0.6931471805599453,25.475478405713993,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,2,Saturday
2017-12-03,18.520259177452136,0,4.0,58,0.8754687373538999,26.551836094703507,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,15.0996688705415,1,3.9,69,0.9932517730102834,38.93584466786357,-1.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,15.132745950421556,2,3.3,79,0.8754687373538999,34.219877264537345,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,10.862780491200215,3,3.4,71,0.9555114450274363,31.464265445104548,-1.3,0.0,0.4054651081081644,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,8.774964387392123,4,3.5,73,0.6931471805599453,30.675723300355934,-0.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,5.744562646538029,5,3.9,75,1.0647107369924282,32.96968304366907,-0.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,3.7416573867739413,6,3.4,86,1.252762968495368,41.50903516103452,1.2,0.0,0.6931471805599453,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,4.795831523312719,7,3.1,91,0.7884573603642703,43.266615305567875,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,9.273618495495704,8,3.2,92,1.0296194171811581,41.916583830269374,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,12.36931687685298,9,3.5,91,1.0296194171811581,42.07136793592526,2.1,0.01980262729617973,1.252762968495368,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,14.177446878757825,10,4.4,89,1.1631508098056809,41.7612260356422,2.7,0.2151113796169455,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,16.55294535724685,11,5.1,87,0.8754687373538999,40.98780306383839,3.1,0.22314355131420976,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,18.275666882497067,12,5.8,85,0.9932517730102834,40.64480286580315,3.4,0.3576744442718159,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,22.271057451320086,13,6.8,81,1.0647107369924282,40.13726448077895,3.7,0.47000362924573563,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,23.748684174075834,14,7.6,76,0.7884573603642703,39.736632972611055,3.6,0.5247285289349821,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,24.939927826679853,15,8.0,73,0.9555114450274363,39.59797974644666,3.4,0.4252677354043441,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,24.474476501040833,16,7.6,77,0.9555114450274363,40.024992192379,3.8,0.1823215567939546,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,23.366642891095847,17,6.7,82,0.9162907318741551,40.53393639902249,3.8,0.04879016416943204,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,21.071307505705477,18,6.0,84,1.0647107369924282,40.91454509095757,3.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,20.566963801203133,19,5.7,85,0.9932517730102834,41.13392760240627,3.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,19.949937343260004,20,5.2,87,0.8754687373538999,41.80908992073375,3.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,19.6468827043885,21,4.7,87,0.7884573603642703,41.88078318274385,2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,18.734993995195193,22,4.3,89,1.0296194171811581,42.42640687119285,2.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-03,17.435595774162696,23,3.9,90,0.8329091229351039,42.50882261366456,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,3,Sunday
2017-12-04,16.911534525287763,0,4.2,88,0.47000362924573563,42.24926034855522,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,13.674794331177344,1,4.3,87,0.4054651081081644,42.190046219457976,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,10.63014581273465,2,4.4,87,1.0296194171811581,42.35563716909474,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,8.12403840463596,3,3.6,85,1.1939224684724346,42.36744032862972,1.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,6.48074069840786,4,2.8,89,0.9162907318741551,43.255057507764334,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,9.1104335791443,5,2.0,83,1.308332819650179,41.80908992073375,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,14.177446878757825,6,1.2,76,1.547562508716013,40.3732584763727,-2.5,0.0,0.09531017980432493,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,22.338307903688676,7,0.2,68,1.4816045409242156,36.0416425818802,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,30.62678566222711,8,-0.8,69,1.5040773967762742,32.357379374726875,-5.7,0.009950330853168092,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,22.58317958127243,9,-1.5,47,1.6486586255873816,10.63014581273465,-11.3,0.19885085874516517,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,17.663521732655695,10,-1.1,40,1.7047480922384253,1.0,-13.0,0.4946962418361071,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,19.493588689617926,11,-0.5,41,1.62924053973028,14.212670403551895,-12.1,0.6626879730752367,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,19.849433241279208,12,-0.3,38,1.7578579175523736,13.341664064126334,-12.9,0.7466879474879753,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,19.79898987322333,13,0.0,30,1.8562979903656263,7.937253933193772,-15.5,0.7747271675523681,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,18.411952639521967,14,0.1,27,1.7047480922384253,1.0,-16.7,0.7371640659767196,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,18.49324200890693,15,-0.1,25,1.916922612182061,1.0,-17.8,0.6312717768418578,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,19.390719429665317,16,-0.2,23,1.7404661748405046,1.0,-18.8,0.4382549309311553,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,22.715633383201094,17,-1.3,26,1.840549633397487,1.0,-18.3,0.16551443847757333,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,28.42534080710379,18,-2.1,29,1.589235205116581,1.0,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,23.853720883753127,19,-2.9,32,1.4350845252893227,1.0,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,19.974984355438178,20,-3.6,38,1.3862943611198906,1.0,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,19.949937343260004,21,-4.6,43,1.7047480922384253,1.0,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,18.81488772222678,22,-5.3,45,1.252762968495368,1.0,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-04,15.7797338380595,23,-5.8,44,1.2237754316221157,1.0,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,4,Monday
2017-12-05,14.730919862656235,0,-6.1,42,1.2809338454620642,1.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,14.106735979665885,1,-6.5,41,1.33500106673234,1.0,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,11.180339887498949,2,-6.8,41,1.252762968495368,1.0,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,7.937253933193772,3,-6.9,39,1.0986122886681098,1.0,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,6.557438524302,4,-7.2,34,1.3862943611198906,1.0,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,9.1104335791443,5,-7.4,33,1.2809338454620642,1.0,-20.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,13.152946437965905,6,-7.4,34,1.4350845252893227,1.0,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,19.544820285692065,7,-7.5,33,1.1631508098056809,1.0,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,28.513154858766505,8,-8.1,36,0.9555114450274363,1.0,-20.5,0.009950330853168092,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,21.517434791350013,9,-7.6,31,0.8329091229351039,5.196152422706632,-21.8,0.1906203596086497,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,16.431676725154983,10,-5.5,26,1.33500106673234,5.830951894845301,-22.0,0.4946962418361071,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,18.303005217723125,11,-3.9,25,0.0,6.48074069840786,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,17.944358444926362,12,-2.3,25,0.0,6.244997998398398,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,18.05547008526779,13,-1.6,27,0.0,6.782329983125268,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,18.303005217723125,14,-1.1,28,0.0,1.0,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,18.81488772222678,15,-0.7,28,0.0,1.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,20.8806130178211,16,-0.5,30,0.0,1.0,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,23.021728866442675,17,-1.6,35,0.0,1.0,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,28.106938645110393,18,-2.6,40,0.0,1.0,-14.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,24.454038521274967,19,-3.2,45,0.0,1.0,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,20.46948949045872,20,-3.5,46,0.0,1.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,20.396078054371138,21,-3.7,47,0.0,1.0,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,19.849433241279208,22,-2.8,49,0.0,1.0,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-05,15.652475842498529,23,-2.5,59,0.0,28.124722220850465,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,December,5,Tuesday
2017-12-06,12.083045973594572,0,-2.8,77,0.0,40.8656334834051,-6.2,0.0,0.09531017980432493,0.09531017980432493,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,12.041594578792296,1,-3.0,79,0.0,41.32795663954365,-6.1,0.0,0.0,0.26236426446749106,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,10.862780491200215,2,-3.0,79,0.0,11.789826122551595,-6.1,0.0,0.0,0.3364722366212129,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,8.888194417315589,3,-3.2,78,0.0,13.892443989449804,-6.4,0.0,0.1823215567939546,0.3364722366212129,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,7.681145747868608,4,-3.4,75,0.0,4.358898943540674,-7.2,0.0,0.0,0.3364722366212129,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,9.38083151964686,5,-3.6,76,0.0,8.18535277187245,-7.2,0.0,0.0,0.3364722366212129,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,11.958260743101398,6,-3.7,76,0.0,11.704699910719626,-7.3,0.0,0.0,0.3364722366212129,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,19.493588689617926,7,-4.2,77,0.0,16.1245154965971,-7.6,0.0,0.0,0.26236426446749106,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,28.337254630609507,8,-4.2,78,0.0,21.97726097583591,-7.4,0.009950330853168092,0.0,0.1823215567939546,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,21.0,9,-3.3,70,0.0,26.019223662515376,-7.9,0.22314355131420976,0.0,0.1823215567939546,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,17.549928774784245,10,-0.9,64,0.0,27.874719729532707,-6.8,0.4885800148186709,0.0,0.1823215567939546,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,19.544820285692065,11,1.6,57,0.7884573603642703,27.202941017470888,-6.0,0.6575200029167942,0.0,0.0,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,20.149441679609886,12,2.4,52,0.6418538861723947,27.874719729532707,-6.4,0.7323678937132266,0.0,0.0,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,21.047565179849187,13,4.2,47,0.7419373447293773,23.065125189341593,-6.1,0.7419373447293773,0.0,0.0,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,20.42057785666214,14,5.5,34,0.6931471805599453,5.916079783099616,-9.1,0.6729444732424258,0.0,0.0,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,20.322401432901575,15,5.5,31,1.410986973710262,5.744562646538029,-10.3,0.5423242908253617,0.0,0.0,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,22.293496809607955,16,5.3,37,1.3609765531356006,1.0,-8.2,0.30748469974796055,0.0,0.0,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,15.491933384829668,17,4.1,60,1.252762968495368,20.8806130178211,-2.9,0.09531017980432493,0.0,0.0,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,14.317821063276353,18,1.7,90,0.6931471805599453,43.98863489584554,0.2,0.0,0.26236426446749106,0.26236426446749106,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,14.352700094407323,19,1.2,92,0.5306282510621704,42.67317658670374,0.0,0.0,0.0,0.6931471805599453,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,13.820274961085254,20,1.2,94,0.47000362924573563,42.1070065428546,0.3,0.0,0.0,0.6931471805599453,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,12.884098726725126,21,1.1,92,0.4054651081081644,42.02380277890139,0.0,0.0,0.5306282510621704,0.6931471805599453,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,14.933184523068078,22,1.3,92,0.47000362924573563,42.04759208325728,0.1,0.0,0.0,0.6931471805599453,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-06,13.92838827718412,23,1.3,92,0.47000362924573563,42.33202097703345,0.1,0.0,0.0,0.6931471805599453,Winter,No Holiday,Yes,2017,December,6,Wednesday
2017-12-07,14.106735979665885,0,1.4,92,0.4054651081081644,41.96427051671457,0.2,0.0,0.0,0.6418538861723947,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,14.798648586948742,1,1.5,92,0.3364722366212129,42.118879377305376,0.3,0.0,0.0,0.6418538861723947,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,12.24744871391589,2,1.4,92,0.5306282510621704,42.81354925721529,0.2,0.0,0.0,0.6418538861723947,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,10.14889156509222,3,1.9,91,0.8754687373538999,42.22558466143482,0.5,0.0,0.0,0.6418538861723947,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,7.937253933193772,4,1.6,92,0.5306282510621704,43.382023926967726,0.4,0.0,0.0,0.6418538861723947,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,9.16515138991168,5,1.5,92,0.7419373447293773,42.731721238442994,0.3,0.0,0.0,0.6418538861723947,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,11.74734012447073,6,1.0,93,0.4054651081081644,43.04648650006177,0.0,0.0,0.0,0.6418538861723947,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,19.183326093250876,7,0.3,93,0.4054651081081644,42.7551166528639,-0.7,0.0,0.0,0.6418538861723947,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,27.477263328068172,8,-0.2,96,0.5877866649021191,42.7551166528639,-0.7,0.009950330853168092,0.0,0.5877866649021191,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,20.396078054371138,9,0.1,91,0.5877866649021191,41.66533331199932,-1.1,0.1310282624064042,0.0,0.5877866649021191,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,17.944358444926362,10,1.1,83,0.5306282510621704,41.10960958218893,-1.4,0.34358970439007686,0.0,0.5306282510621704,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,18.275666882497067,11,2.3,69,0.9932517730102834,37.05401462729781,-2.8,0.4885800148186709,0.0,0.47000362924573563,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,20.784609690826528,12,3.7,65,1.2237754316221157,34.17601498127012,-2.2,0.6830968447064438,0.0,0.26236426446749106,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,19.87460691435179,13,4.1,37,1.410986973710262,15.297058540778355,-9.3,0.7608058290337599,0.0,0.0,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,19.77371993328519,14,4.4,36,1.308332819650179,5.0990195135927845,-9.4,0.712949807856125,0.0,0.0,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,20.760539492026695,15,4.0,35,1.410986973710262,6.244997998398398,-10.1,0.6097655716208942,0.0,0.0,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,21.72556098240043,16,3.2,38,1.3609765531356006,13.564659966250536,-9.7,0.412109650826833,0.0,0.0,Winter,No Holiday,Yes,2017,December,7,Thursday
2017-12-07,23.515952032609693,17,2.1,50,1.0986122886681098,23.811761799581316,-7.2,0.13976194237515863,0.0,0.0,Winter,No Holiday,Yes,2017,December,7,Thursday
